"","group","data","n","Age"
"9478","old AML","OHSU",633,64
"9479","old AML","OHSU",633,68
"9480","old AML","OHSU",633,77
"9481","old AML","OHSU",633,50
"9482","old AML","OHSU",633,61
"9483","old AML","OHSU",633,75
"9484","old AML","OHSU",633,64
"9485","old AML","OHSU",633,74
"9486","old AML","OHSU",633,65
"9487","old AML","OHSU",633,67
"9488","old AML","OHSU",633,77
"9489","old AML","OHSU",633,40
"9490","old AML","OHSU",633,53
"9491","old AML","OHSU",633,52
"9492","old AML","OHSU",633,46
"9493","old AML","OHSU",633,74
"9494","old AML","OHSU",633,37
"9495","old AML","OHSU",633,65
"9496","old AML","OHSU",633,53
"9497","old AML","OHSU",633,73
"9498","old AML","OHSU",633,75
"9499","old AML","OHSU",633,76
"9500","old AML","OHSU",633,73
"9501","old AML","OHSU",633,53
"9502","old AML","OHSU",633,73
"9503","old AML","OHSU",633,53
"9504","old AML","OHSU",633,61
"9505","old AML","OHSU",633,57
"9506","old AML","OHSU",633,59
"9507","old AML","OHSU",633,73
"9508","old AML","OHSU",633,82
"9509","old AML","OHSU",633,52
"9510","old AML","OHSU",633,60
